doc_id,clause_id,clause_text
amazon_prime_tos_2020,028,To begin an arbitration proceeding you must send a letter requesting arbitration and describing your claim to our registered agent Corporation Service Company 300 Deschutes Way SW Suite 304 Tumwater WA 98501.
amazon_prime_tos_2020,029,The arbitration will be conducted by the American Arbitration Association (AAA) under its rules including the AAA's Supplementary Procedures for Consumer-Related Disputes.
amazon_prime_tos_2020,030,Payment of all filing administration and arbitrator fees will be governed by the AAA's rules.
amazon_prime_tos_2020,031,We will reimburse those fees for claims totaling less than $10000 unless the arbitrator determines the claims are frivolous.
amazon_prime_tos_2020,032,Likewise Amazon will not seek attorneys' fees and costs in arbitration unless the arbitrator determines the claims are frivolous.
amazon_prime_tos_2020,033,You may choose to have the arbitration conducted by telephone based on written submissions or in person in the county where you live or at another mutually agreed location.
amazon_prime_tos_2020,034,We each agree that any dispute resolution proceedings will be conducted only on an individual basis and not in a class consolidated or representative action.
amazon_prime_tos_2020,035,We also both agree that you or we may bring suit in court to enjoin infringement or other misuse of intellectual property rights.
facebook_tos_2020,001,While our company name is changing we are continuing to offer the same products including the Facebook app from Meta.
facebook_tos_2020,002,Our Data Policy and Terms of Service remain in effect and this name change does not affect how we use or share data.
facebook_tos_2020,003,Terms of Service For messaging voice and video calling services included in Facebook Products please click here for a contract summary and here for other information required by the European Electronic Communications Code.
facebook_tos_2020,004,By using our Products you agree that we can show you ads that we think will be relevant to you and your interests.
facebook_tos_2020,005,We don’t sell your personal data to advertisers and we don’t share information that directly identifies you (such as your name email address or other contact information) with advertisers unless you give us specific permission.
facebook_tos_2020,006,Instead advertisers can tell us things like the kind of audience they want to see their ads and we show those ads to people who may be interested.
facebook_tos_2020,007,We provide advertisers with reports about the performance of their ads that help them understand how people are interacting with their content.
facebook_tos_2020,008,Our Data Policy explains how we collect and use your personal data to determine some of the ads you see and provide all of the other services described below.
facebook_tos_2020,009,You can also go to your settings at any time to review the privacy choices you have about how we use your data.
facebook_tos_2020,010,Law enforcement officials may submit requests for information under the Netz DG through the Law Enforcement Online Request System.
facebook_tos_2020,011,The services we provide Our mission is to give people the power to build community and bring the world closer together.
facebook_tos_2020,012,To help advance this mission we provide the Products and services described below to you: Provide a personalized experience for you: Your experience on Facebook is unlike anyone else's: from the posts stories events ads and other content you see in News Feed or our video platform to the Pages you follow and other features you might use such as Trending Marketplace and search.
facebook_tos_2020,013,We use the data we have - for example about the connections you make the choices and settings you select and what you share and do on and off our Products - to personalize your experience.
facebook_tos_2020,014,We use the data we have to make suggestions for you and others - for example groups to join events to attend Pages to follow or send a message to shows to watch and people you may want to become friends with.
facebook_tos_2020,015,Empower you to express yourself and communicate about what matters to you: There are many ways to express yourself on Facebook and to communicate with friends family and others about what matters to you - for example sharing status updates photos videos and stories across the Facebook Products you use sending messages to a friend or several people creating events or groups or adding content to your profile.
facebook_tos_2020,016,We have also developed and continue to explore new ways for people to use technology such as augmented reality and 360 video to create and share more expressive and engaging content on Facebook.
facebook_tos_2020,017,Help you discover content products and services that may interest you: We show you ads offers and other sponsored content to help you discover content products and services that are offered by the many businesses and organizations that use Facebook and other Facebook Products.
facebook_tos_2020,018,Combat harmful conduct and protect and support our community: People will only build community on Facebook if they feel safe.
facebook_tos_2020,019,We employ dedicated teams around the world and develop advanced technical systems to detect misuse of our Products harmful conduct towards others and situations where we may be able to help support or protect our community.
facebook_tos_2020,020,If we learn of content or conduct like this we will take appropriate action - for example offering help removing content blocking access to certain features disabling an account or contacting law enforcement.
facebook_tos_2020,021,We share data with other Facebook Companies when we detect misuse or harmful conduct by someone using one of our Products.
facebook_tos_2020,022,Use and develop advanced technologies to provide safe and functional services for everyone: We use and develop advanced technologies - such as artificial intelligence machine learning systems and augmented reality - so that people can use our Products safely regardless of physical ability or geographic location.
facebook_tos_2020,023,And we develop automated systems to improve our ability to detect and remove abusive and dangerous activity that may harm our community and the integrity of our Products.
facebook_tos_2020,024,Provide consistent and seamless experiences across the Facebook Company Products: Our Products help you find and connect with people groups businesses organizations and others that are important to you.
facebook_tos_2020,025,We design our systems so that your experience is consistent and seamless across the different Facebook Company Products that you use.
facebook_tos_2020,026,Enable global access to our services: To operate our global service we need to store and distribute content and data in our data centers and systems around the world including outside your country of residence.
facebook_tos_2020,027,This infrastructure may be operated or controlled by Facebook Inc. Facebook Ireland Limited or its affiliates.
facebook_tos_2020,028,How our services are funded Instead of charging you to use Facebook and the other products and services we offer by using the Facebook Products covered by these Terms you agree that we can show you ads that business and organisations pay us to promote on and off the Facebook Company Products.
facebook_tos_2020,029,We use your personal data such as information about your activity and interests to show you ads that are more relevant to you.
facebook_tos_2020,030,Protecting people's privacy is central to how we've designed our ad system.
facebook_tos_2020,031,When people stand behind their opinions and actions our community is safer and more accountable. For this reason you must Use the same name that you use in everyday life.
facebook_tos_2020,032,We try to make Facebook broadly available to everyone but you cannot use Facebook if You are under 13 years old.
facebook_tos_2020,033,"What you can share and do on Facebook We want people to use Facebook to express themselves and to share content that is important to them but not at the expense of the safety and well-being of others or the integrity of our community."
facebook_tos_2020,034,You therefore agree not to engage in the conduct described below (or to facilitate or support others in doing so) You may not use our Products to do or share anything:
facebook_tos_2020,035,You therefore agree not to engage in the conduct described below (or to facilitate or support others in doing so) That breaches these Terms our Community Standards and other terms and policies that apply to your use of Facebook.
facebook_tos_2020,036,You may not access or collect data from our Products using automated means (without our prior permission)
facebook_tos_2020,037,If we remove content that you have shared for violation of our Community Standards we’ll let you know and explain any options you have to request another review unless you seriously or repeatedly violate these Terms or if doing so may expose us or others to legal liability. harm our community of users. compromise or interfere with the integrity or operation of any of our services systems or Products. where we are restricted due to technical limitations. or where we are prohibited from doing so for legal reasons.
facebook_tos_2020,038,To help support our community we encourage you to report content or conduct that you believe breaches your rights (including intellectual property rights) or our terms and policies.
facebook_tos_2020,039,The permissions you give us We need certain permissions from you to provide our services
facebook_tos_2020,040,You are free to share your content with anyone else wherever you want.
facebook_tos_2020,041,To provide our services though we need you to give us some legal permissions to use that content.
facebook_tos_2020,042,Specifically when you share post or upload content that is covered by intellectual property rights (like photos or videos) on or in connection with our Products you grant us a non-exclusive transferable sub-licensable and worldwide license to host use distribute modify run copy publicly perform or display translate and create derivative works of your content (consistent with your privacy and application settings).
facebook_tos_2020,043,This means for example that if you share a photo on Facebook you give us permission to store copy and share it with others (again consistent with your settings) such as service providers that support our service or other Facebook Products you use.
facebook_tos_2020,044,You can end this license any time by deleting your content or account.
facebook_tos_2020,045,You should know that for technical reasons content you delete may persist for a limited period of time in backup copies (though it will not be visible to other users).
facebook_tos_2020,046,In addition content you delete may continue to appear if you have shared it with others and they have not deleted it.
facebook_tos_2020,047,For example we may show your friends that you are interested in an advertised event or have liked a Page created by a brand that has paid us to display its ads on Facebook.
facebook_tos_2020,048,Limits on using our intellectual property If you use content covered by intellectual property rights that we have and make available in our Products (for example images designs videos or sounds we provide that you add to content you create or share on Facebook) we retain all rights to that content (but not yours).
facebook_tos_2020,049,You can only use our copyrights or trademarks (or any similar marks) as expressly permitted by our Brand Usage Guidelines or with our prior written permission.
facebook_tos_2020,050,You must obtain our written permission (or permission under an open source license) to modify create derivative works of decompile or otherwise attempt to extract source code from us.
facebook_tos_2020,051,As a result we may need to update these Terms from time to time to accurately reflect our services and practices.
facebook_tos_2020,052,We will only make any changes if the provisions are no longer appropriate or if they are incomplete and only if the changes are reasonable for you in consideration of your interests.
facebook_tos_2020,053,We will notify you (for example by email or through our Products) at least 30 days before we make changes to these Terms and give you an opportunity to review them before they go into effect unless the changes are required by law.
facebook_tos_2020,054,We will inform you about this 30 day period and its importance in our notification.
facebook_tos_2020,055,Once any updated Terms are in effect you will be bound by them if you continue to use our Products.We hope that you will continue using our Products but if you do not agree to our updated Terms and no longer want to be a part of the Facebook community you can delete your account at any time.2.
facebook_tos_2020,056,Account suspension or termination We want Facebook to be a place where people feel welcome and safe to express themselves and share their thoughts and ideas.
facebook_tos_2020,057,Our right to terminate for good cause remains unaffected.
facebook_tos_2020,058,Good cause is specifically if a party violates obligations under these Terms any laws third party rights or privacy policies and the terminating party cannot be expected to continue the contractual relationship under consideration of all circumstances of the individual case and having weighed the interests of both parties up until the agreed time of termination or the expiry of a period of notice.
facebook_tos_2020,059,You can learn more about what you can do if your account has been disabled and how to contact us if you think we have disabled your account by mistake.
facebook_tos_2020,060,If you delete or we disable your account these Terms shall terminate as an agreement between you and us but the following provisions will remain in place
facebook_tos_2020,061,Limits on liability We are liable only as follows: We have unlimited liability in accordance with statutory provisions: arising out of injury damaging to life limb or health. in case of intent. of gross negligence. and in accordance with the Product Liability Act.
facebook_tos_2020,062,"Without limiting any of the above we shall be liable for slight negligence only in the case of violation of an ""essential"" obligation under this agreement. ""Essential"" obligations in this sense are obligations necessary for the fulfillment of the agreement the breach of which would jeopardize the purpose of the agreement in question and which you can trust to be complied with."
facebook_tos_2020,063,Disputes We try to provide clear rules so that we can limit or hopefully avoid disputes between you and us.
facebook_tos_2020,064,If a dispute does arise however it's useful to know up front where it can be resolved and what laws will apply.
facebook_tos_2020,065,"If you are a consumer and habitually reside in a Member State of the European Union the laws of that Member State will apply to any claim cause of action or dispute you have against us that arises out of or relates to these Terms or the Facebook Products (""claim"") and you may resolve your claim in any competent court in that Member State that has jurisdiction over the claim."
facebook_tos_2020,066,In all other cases you agree that the claim must be resolved in a competent court in the Republic of Ireland and that Irish law will govern these Terms and any claim without regard to conflict of law provisions.
facebook_tos_2020,067,If we fail to enforce any of these Terms it will not be considered a waiver.
facebook_tos_2020,068,Any amendment to or waiver of these Terms must be made in writing and signed by us.
facebook_tos_2020,069,You will not transfer any of your rights or obligations under these Terms to anyone else without our consent.
facebook_tos_2020,070,You should know that we may need to change the username for your account in certain circumstances (for example if someone else claims the username and it appears unrelated to the name you use in everyday life).
facebook_tos_2020,071,We will inform you in advance if we have to do this and explain why.
facebook_tos_2020,072,Return to top 5. Other terms and policies that may apply to you
meta_ai_tos_2024,001,By using AIs you agree to be bound by these Terms the Meta Terms of Service and any other applicable terms and policies.
meta_ai_tos_2024,002,Eligibility Without limiting the Meta Terms of Service or any other applicable terms or policies you cannot access AIs if you are under the age of 13 (or such greater age required in your country or territory) or if you are prohibited from receiving our services or software under applicable laws.
meta_ai_tos_2024,003,B. Acceptable Uses You may not access use or allow others to access or use AIs in any matter that would Violate any applicable law (including but not limited to any manner that promotes contributes to or encourages illegal or unlawful activity) including conduct that describes encourages supports or distributes in any form child sexual abuse materials
meta_ai_tos_2024,004,Rights to Content AIs allows you to provide materials for processing which could include text documents images or recordings depending on the integration (together “Prompts”) and will generate a response (“Outputs”) based on your Prompts as well as any feedback you provide (“Feedback”) collectively “Content”.
meta_ai_tos_2024,005,You may not provide prompts or use AIs in any way that infringes or violates someone else’s rights including intellectual property rights.
meta_ai_tos_2024,006,Except as expressly provided in these Terms you retain all right title and interest – including any intellectual property rights – that you have in and to your Prompts.
meta_ai_tos_2024,007,3. Meta's Rights A. Meta’s Rights Regarding Content Meta may use Content and related information as described in the Meta Terms of Service and Meta Privacy Policy and may do so through automated or manual (i.e. human) review and through third-party vendors in some instances including To provide maintain and improve Meta services and features.
meta_ai_tos_2024,008,Suspension and Termination If we determine that you have breached these Terms or other applicable terms and policies we may suspend or permanently disable your access to AIs or other Meta services or features and we may permanently disable or delete your account including where we are required to do so for legal reasons.
meta_ai_tos_2024,009,Image Processing Depending on where you are located you may have the option to share images with AIs.
meta_ai_tos_2024,010,Once shared you agree that Meta will analyze those images including facial features using AI.
meta_ai_tos_2024,011,This processing allows us to offer innovative new features including the ability to summarize image contents modify images and generate new content based on the image.
meta_ai_tos_2024,012,You further agree that you will not upload images to Meta AI that you know to contain individuals that reside in Illinois or Texas unless you are their legally authorized representative and consent on their behalf.
meta_ai_tos_2024,013,Ownership of AIs We retain all our respective rights title and interest including intellectual property rights in and to AIs.
meta_ai_tos_2024,014,Third Party Materials AIs may use or be used in connection with content services features and integrations provided by third parties.
meta_ai_tos_2024,015,Meta is not responsible for your use of third party content services features and integrations and you use these at your own risk.
meta_ai_tos_2024,016,Disclaimer of Warranties AIs and Outputs are provided on an “as is” and “as available” basis and   to the maximum extent permitted by applicable law we make no guarantees that they will be safe secure or error-free or will function without disruptions delays or imperfections.
meta_ai_tos_2024,017,To the maximum extent permitted by law we are not responsible for Outputs and you are responsible for checking Outputs for accuracy and suitability.
meta_ai_tos_2024,018,Limitations on Liability Our liability shall be limited to the fullest extent permitted by applicable law and under no circumstance will we be liable to you for any lost profits revenues information or data or consequential special indirect exemplary punitive or incidental damages arising out of or related to these Terms or AIs (however caused and on any theory of liability including negligence) even if we have been advised of the possibility of such damages.
meta_ai_tos_2024,019,The laws of some states or jurisdictions may not allow the exclusion or limitation of certain damages so some or all of the exclusions and limitations set out above may not apply to you.
meta_ai_tos_2024,020,Notwithstanding anything to the contrary in these Terms in such cases Meta’s liability will be limited to the fullest extent permitted by applicable law.
meta_ai_tos_2024,021,Severability If any portion of these Terms is found to be unenforceable the unenforceable portion will be deemed amended to the minimum extent necessary to make it enforceable and if it can’t be made enforceable then it will be severed and the remaining portion will remain in full force and effect.
meta_ai_tos_2024,022,If we fail to enforce any of these Terms it will not be considered a waiver.
meta_ai_tos_2024,023,Any amendment to or waiver of these Terms must be made in writing and signed by us.
meta_ai_tos_2024,024,As a result we may need to update these Terms from time to time to accurately reflect our services and practices to promote a safe and secure experience and/or to comply with applicable law.
meta_ai_tos_2024,025,Unless otherwise required by law we will notify you (for example through email or in-app notification) of any material changes to these Terms and give you an opportunity to review them before they go into effect.
meta_ai_tos_2024,026,Once any updated Terms are in effect you will be bound by them if you continue to use our AIs .
meta_ai_tos_2024,027,If you do not agree to the updated Terms you should stop using AIs before they go into effect.
